;date;average_price;total_volume;gala;fuji;granny_smith;total_bags;s_bags;l_bags;xl_bags;type;region
43;05/03/2017;0.48;5089073;71757;413884;0;4603432;138506;4464926;0;organic;Detroit
44;26/02/2017;0.57;3528260;62057;463848;0;3002355;82639;2919716;0;organic;Detroit
45;19/02/2017;0.57;3838657;82208;598789;0;3157660;115099;3042561;0;organic;Detroit
46;12/02/2017;0.82;1898589;76698;591964;0;1229927;114624;1115303;0;organic;Detroit
47;05/02/2017;0.85;1617494;74119;432669;0;1110706;68127;1042579;0;organic;Detroit
48;29/01/2017;1.54;785052;72405;466755;0;245892;77005;168887;0;organic;Detroit
49;22/01/2017;0.77;1945217;64563;410458;0;1470196;133138;1337058;0;organic;Detroit
50;15/01/2017;1.88;787536;79085;613131;0;95320;93788;1532;0;organic;Detroit
51;08/01/2017;1.74;815607;75153;574786;0;165668;97389;68279;0;organic;Detroit
52;01/01/2017;1.77;754582;59356;656528;0;38698;28000;10698;0;organic;Detroit
0;31/12/2017;1.28;679267;988;77079;0;601200;599142;2058;0;organic;GrandRapids
1;24/12/2017;1.3;777430;3277;106724;0;667429;666004;1425;0;organic;GrandRapids
2;17/12/2017;1.28;677766;2576;78274;0;596916;596583;333;0;organic;GrandRapids
3;10/12/2017;1.29;625308;0;72987;0;552321;552321;0;0;organic;GrandRapids
4;03/12/2017;1.31;618448;1431;75819;0;541198;541198;0;0;organic;GrandRapids
5;26/11/2017;1.3;612858;1736;76658;0;534464;534464;0;0;organic;GrandRapids
6;19/11/2017;1.27;674548;1435;61150;0;611963;611963;0;0;organic;GrandRapids
7;12/11/2017;1.43;850718;3726;115939;0;731053;730386;667;0;organic;GrandRapids
8;05/11/2017;1.52;946928;4432;306960;0;635536;635536;0;0;organic;GrandRapids
9;29/10/2017;1.32;772484;6138;54098;0;712248;712248;0;0;organic;GrandRapids
10;22/10/2017;1.32;917148;1563;68614;0;846971;846971;0;0;organic;GrandRapids
11;15/10/2017;1.41;840056;1556;72441;0;766059;766059;0;0;organic;GrandRapids
12;08/10/2017;1.51;880663;4225;121807;0;754631;754631;0;0;organic;GrandRapids
13;01/10/2017;1.44;1255182;4211;341913;0;909058;909058;0;0;organic;GrandRapids
14;24/09/2017;1.46;804321;3076;97860;0;703385;703385;0;0;organic;GrandRapids
15;17/09/2017;1.4;837817;4449;81897;0;751471;751471;0;0;organic;GrandRapids
16;10/09/2017;1.4;802116;15605;107440;0;679071;675695;3376;0;organic;GrandRapids
17;03/09/2017;1.26;927364;12460;82516;0;832388;830542;1846;0;organic;GrandRapids
18;27/08/2017;1.21;806054;2894;49334;0;753826;751682;2144;0;organic;GrandRapids
19;20/08/2017;1.13;750205;2342;3582;0;744281;742138;2143;0;organic;GrandRapids
20;13/08/2017;1.18;753490;3988;34791;0;714711;713183;1528;0;organic;GrandRapids
21;06/08/2017;1.29;528573;689;82581;0;445303;440861;4442;0;organic;GrandRapids
22;30/07/2017;1.33;823305;415;137664;0;685226;677240;7986;0;organic;GrandRapids
23;23/07/2017;1.27;648393;415;66754;0;581224;576770;4454;0;organic;GrandRapids
24;16/07/2017;1.32;904413;284;125240;0;778889;778574;315;0;organic;GrandRapids
25;09/07/2017;2.19;352161;3208;330043;0;18910;620;18290;0;organic;GrandRapids
26;02/07/2017;1.97;446037;3402;423733;0;18902;630;18272;0;organic;GrandRapids
27;25/06/2017;2.73;103432;712;89116;0;13604;633;12971;0;organic;GrandRapids
28;18/06/2017;2.62;131424;1858;105749;0;23817;1270;22547;0;organic;GrandRapids
29;11/06/2017;2.39;131201;0;93989;0;37212;8556;28656;0;organic;GrandRapids
30;04/06/2017;2.33;138965;287;90388;0;48290;32667;15623;0;organic;GrandRapids
31;28/05/2017;2.44;138802;291;94360;0;44151;41889;2262;0;organic;GrandRapids
32;21/05/2017;2.34;167836;1021;109148;0;57667;57667;0;0;organic;GrandRapids
33;14/05/2017;2.11;156919;0;101374;0;55545;55545;0;0;organic;GrandRapids
34;07/05/2017;2.32;84511;0;73866;0;10645;8667;1978;0;organic;GrandRapids
35;30/04/2017;2.21;145176;297;105237;0;39642;37000;2642;0;organic;GrandRapids
36;23/04/2017;2.13;210146;1788;136366;0;71992;71661;331;0;organic;GrandRapids
37;16/04/2017;2.19;224607;2398;158133;0;64076;57498;6578;0;organic;GrandRapids
38;09/04/2017;2;203899;4345;122409;0;77145;59998;17147;0;organic;GrandRapids
39;02/04/2017;2.07;190886;4185;118237;0;68464;61488;6976;0;organic;GrandRapids
40;26/03/2017;2.05;213680;592;142121;0;70967;56178;14789;0;organic;GrandRapids
41;19/03/2017;2.05;239516;2777;159325;0;77414;68951;8463;0;organic;GrandRapids
42;12/03/2017;1.94;414649;3910;289046;0;121693;116395;5298;0;organic;GrandRapids
43;05/03/2017;1.33;1318124;12732;1024749;0;280643;280643;0;0;organic;GrandRapids
44;26/02/2017;1.57;791520;4912;422138;0;364470;356050;8420;0;organic;GrandRapids
45;19/02/2017;1.64;186224;2253;103623;0;80348;80348;0;0;organic;GrandRapids
46;12/02/2017;1.27;427325;9380;351556;0;66389;66389;0;0;organic;GrandRapids
47;05/02/2017;1.7;111277;5467;68831;0;36979;36979;0;0;organic;GrandRapids
48;29/01/2017;1.67;162647;4774;107973;0;49900;38667;11233;0;organic;GrandRapids
49;22/01/2017;1.52;269359;6596;201096;0;61667;61667;0;0;organic;GrandRapids
50;15/01/2017;1.75;142736;6033;97370;0;39333;39333;0;0;organic;GrandRapids
51;08/01/2017;1.52;265061;10805;199256;0;55000;55000;0;0;organic;GrandRapids
52;01/01/2017;1.79;109577;8421;73823;0;27333;26333;1000;0;organic;GrandRapids
0;31/12/2017;1.29;20240518;418769;3476126;0;16345623;14092352;2253271;0;organic;GreatLakes
1;24/12/2017;1.5;16982197;353025;4528761;0;12100411;9859458;2240953;0;organic;GreatLakes
2;17/12/2017;1.42;16113112;420591;4200963;163;11491395;9692845;1798550;0;organic;GreatLakes
3;10/12/2017;1.49;14835441;300105;5114846;0;9420490;8252577;1167913;0;organic;GreatLakes
4;03/12/2017;1.52;13960779;280831;4540934;0;9139014;8284358;854656;0;organic;GreatLakes
5;26/11/2017;1.52;14054137;259930;3736995;0;10057212;8906003;1151209;0;organic;GreatLakes
6;19/11/2017;1.53;13273327;339442;3986670;0;8947215;8283851;663364;0;organic;GreatLakes
7;12/11/2017;1.64;15876345;362405;4596615;0;10917325;9690700;1226625;0;organic;GreatLakes
8;05/11/2017;1.69;16932562;326180;5382919;0;11223463;9890759;1332704;0;organic;GreatLakes
9;29/10/2017;1.7;17651263;306061;4881320;0;12463882;10707018;1756864;0;organic;GreatLakes
10;22/10/2017;1.68;19039336;361694;4578971;0;14098671;12194619;1904052;0;organic;GreatLakes
11;15/10/2017;1.68;19732595;331861;5452535;0;13948199;12685579;1262620;0;organic;GreatLakes
12;08/10/2017;1.7;19166104;360346;5623745;162;13181851;12435502;746349;0;organic;GreatLakes
13;01/10/2017;1.72;17979914;346706;5224498;0;12408710;10911300;1497410;0;organic;GreatLakes
14;24/09/2017;1.89;17919172;375630;4882374;0;12661168;8449408;4211760;0;organic;GreatLakes
15;17/09/2017;1.84;15173187;358806;4368343;0;10446038;8169670;2276368;0;organic;GreatLakes
16;10/09/2017;1.82;14819237;386168;4221534;0;10211535;8120515;2091020;0;organic;GreatLakes
17;03/09/2017;1.82;15687063;381964;3336397;1296;11967406;8609286;3358120;0;organic;GreatLakes
18;27/08/2017;1.73;15052833;314189;4106013;3222;10629409;8333767;2295642;0;organic;GreatLakes
19;20/08/2017;1.6;13300869;335690;2672865;485;10291829;8309211;1982618;0;organic;GreatLakes
20;13/08/2017;1.54;12960804;372668;2983921;809;9603406;8620928;982478;0;organic;GreatLakes
21;06/08/2017;1.65;12484349;372458;3279435;487;8831969;6791934;2040035;0;organic;GreatLakes
22;30/07/2017;1.65;17785086;348246;6508380;0;10928460;7677861;3250599;0;organic;GreatLakes
23;23/07/2017;1.68;20825010;363954;8040082;482;12420492;7214853;5205639;0;organic;GreatLakes
24;16/07/2017;1.64;20565694;418021;7679336;0;12468337;7940355;4527982;0;organic;GreatLakes
25;09/07/2017;1.62;15338048;385372;7084363;0;7868313;1400838;6467475;0;organic;GreatLakes
26;02/07/2017;1.58;16996630;307322;7144271;0;9545037;2005986;7539051;0;organic;GreatLakes
27;25/06/2017;1.59;13043060;250436;6039545;323;6752756;1003950;5748806;0;organic;GreatLakes
28;18/06/2017;1.56;14806059;312638;7319235;0;7174186;1108754;6065432;0;organic;GreatLakes
29;11/06/2017;1.13;26136334;350212;7918628;483;17867011;1684536;16182475;0;organic;GreatLakes
30;04/06/2017;1.69;15645685;403603;7862662;484;7378936;2733555;4645381;0;organic;GreatLakes
31;28/05/2017;1.72;16065980;390775;7812732;0;7862473;3240380;4622093;0;organic;GreatLakes
32;21/05/2017;1.59;15079027;322865;7483707;0;7272455;2652538;4619917;0;organic;GreatLakes
33;14/05/2017;1.68;14379121;337952;7303243;0;6737926;2913071;3824855;0;organic;GreatLakes
34;07/05/2017;1.74;14698333;371217;8082719;164;6244233;2137363;4106870;0;organic;GreatLakes
35;30/04/2017;1.84;14260719;377712;8478368;0;5404639;2323128;3081511;0;organic;GreatLakes
36;23/04/2017;1.71;13477311;361994;8105043;987;5009287;3570448;1438839;0;organic;GreatLakes
37;16/04/2017;1.36;22170572;425978;10372998;332;11371264;3586504;7784760;0;organic;GreatLakes
38;09/04/2017;1.36;20155243;479102;9004862;0;10671279;2841298;7829981;0;organic;GreatLakes
39;02/04/2017;1.51;17923290;463140;9001363;0;8458787;3083338;5375449;0;organic;GreatLakes
40;26/03/2017;1.08;24403503;495520;8077544;0;15830439;3005174;12825265;0;organic;GreatLakes
41;19/03/2017;1.55;13749438;589760;7859268;0;5300410;2684916;2615494;0;organic;GreatLakes
42;12/03/2017;1.08;20695843;436607;6574445;0;13684791;2652269;11032522;0;organic;GreatLakes
43;05/03/2017;0.83;31889026;449787;8581987;0;22857252;3023513;19833739;0;organic;GreatLakes
44;26/02/2017;0.94;25316988;455123;8001482;0;16860383;3122206;13738177;0;organic;GreatLakes
45;19/02/2017;0.9;22600027;443289;6630819;0;15525919;2989225;12536694;0;organic;GreatLakes
46;12/02/2017;1.08;16221386;506386;6869110;0;8845890;2314658;6531232;0;organic;GreatLakes
47;05/02/2017;1.14;14965050;454846;7001408;0;7508796;2017052;5491744;0;organic;GreatLakes
48;29/01/2017;1.35;12956539;444331;7288867;0;5223341;2407461;2815880;0;organic;GreatLakes
49;22/01/2017;1.19;15533445;365779;7406865;0;7760801;2730229;5030572;0;organic;GreatLakes
50;15/01/2017;1.7;10348772;437003;6726009;0;3185760;2570371;615389;0;organic;GreatLakes
51;08/01/2017;1.55;10013477;423793;5760454;0;3829230;2878523;950707;0;organic;GreatLakes
52;01/01/2017;1.44;10415391;410486;6980029;0;3024876;2359303;665573;0;organic;GreatLakes
0;31/12/2017;1.45;1885767;13852;20927;0;1850988;1850490;498;0;organic;HarrisburgScranton
1;24/12/2017;1.46;1905950;18150;24000;0;1863800;1863800;0;0;organic;HarrisburgScranton
2;17/12/2017;1.46;1694610;38006;28728;595;1627281;1626948;333;0;organic;HarrisburgScranton
3;10/12/2017;1.41;2051620;23725;28259;930;1998706;1998208;498;0;organic;HarrisburgScranton
4;03/12/2017;1.46;1810696;45089;32958;597;1732052;1731392;660;0;organic;HarrisburgScranton
5;26/11/2017;1.51;1535602;21281;23513;1019;1489789;1489789;0;0;organic;HarrisburgScranton
6;19/11/2017;1.62;1416190;17640;27571;939;1370040;1370040;0;0;organic;HarrisburgScranton
7;12/11/2017;1.56;1910044;20409;16345;677;1872613;1871127;1486;0;organic;HarrisburgScranton
8;05/11/2017;1.61;1872345;25608;15447;548;1830742;1830082;660;0;organic;HarrisburgScranton
9;29/10/2017;1.63;1667563;21506;15606;2015;1628436;1628436;0;0;organic;HarrisburgScranton
10;22/10/2017;1.48;2153206;18970;23713;616;2109907;2109084;823;0;organic;HarrisburgScranton
11;15/10/2017;1.51;2154751;25222;16617;1180;2111732;2110908;824;0;organic;HarrisburgScranton
12;08/10/2017;1.44;2599593;23633;18312;1204;2556444;2556280;164;0;organic;HarrisburgScranton
13;01/10/2017;1.5;2274408;25999;16427;671;2231311;2231311;0;0;organic;HarrisburgScranton
14;24/09/2017;1.47;2381069;31215;16421;1719;2331714;2331714;0;0;organic;HarrisburgScranton
15;17/09/2017;1.51;2099485;29841;24818;1848;2042978;2042978;0;0;organic;HarrisburgScranton
16;10/09/2017;1.51;2466415;32283;17836;737;2415559;2415068;491;0;organic;HarrisburgScranton
17;03/09/2017;1.72;1644223;38823;31147;1781;1572472;1572472;0;0;organic;HarrisburgScranton
18;27/08/2017;1.73;1388669;23425;19466;764;1345014;1345014;0;0;organic;HarrisburgScranton
19;20/08/2017;1.68;1510500;63438;20666;2345;1424051;1424051;0;0;organic;HarrisburgScranton
20;13/08/2017;1.69;1448305;28514;24313;1813;1393665;1393665;0;0;organic;HarrisburgScranton
21;06/08/2017;1.63;1364110;25323;17945;572;1320270;1319948;322;0;organic;HarrisburgScranton
22;30/07/2017;1.59;1409672;23138;17787;909;1367838;1367394;444;0;organic;HarrisburgScranton
23;23/07/2017;1.43;2113713;23190;22159;2338;2066026;2065693;333;0;organic;HarrisburgScranton
24;16/07/2017;1.56;1731913;18460;18695;1581;1693177;1693177;0;0;organic;HarrisburgScranton
25;09/07/2017;2.23;716496;17635;21393;1478;675990;675990;0;0;organic;HarrisburgScranton
26;02/07/2017;2.15;901526;37725;26588;3567;833646;833646;0;0;organic;HarrisburgScranton
27;25/06/2017;2.15;952965;24904;28316;2112;897633;897633;0;0;organic;HarrisburgScranton
28;18/06/2017;2.09;1110431;103272;56908;1830;948421;946014;2407;0;organic;HarrisburgScranton
29;11/06/2017;2.27;1222900;39539;22826;125441;1035094;1029877;5217;0;organic;HarrisburgScranton
30;04/06/2017;2.04;1117192;86387;26983;1696;1002126;996114;6012;0;organic;HarrisburgScranton
31;28/05/2017;2.19;993441;44285;29099;1552;918505;918505;0;0;organic;HarrisburgScranton
32;21/05/2017;2.18;894244;27475;23752;912;842105;842105;0;0;organic;HarrisburgScranton
33;14/05/2017;2.13;1039891;28224;44434;1148;966085;966085;0;0;organic;HarrisburgScranton
34;07/05/2017;2.08;1075406;30607;27303;813;1016683;1016683;0;0;organic;HarrisburgScranton
35;30/04/2017;2.01;1034785;100416;30086;1154;903129;903129;0;0;organic;HarrisburgScranton
36;23/04/2017;2.01;950986;35673;46486;912;867915;867915;0;0;organic;HarrisburgScranton
37;16/04/2017;1.99;1141961;92833;81950;1465;965713;962501;3212;0;organic;HarrisburgScranton
38;09/04/2017;2.06;905338;36444;44096;1391;823407;823407;0;0;organic;HarrisburgScranton
39;02/04/2017;1.95;917010;88885;66519;927;760679;760679;0;0;organic;HarrisburgScranton
40;26/03/2017;1.91;1004321;38801;32358;1075;932087;932087;0;0;organic;HarrisburgScranton
41;19/03/2017;1.93;1037135;79016;57323;1794;899002;898204;798;0;organic;HarrisburgScranton
42;12/03/2017;2.21;778950;47663;34520;1942;694825;694825;0;0;organic;HarrisburgScranton
43;05/03/2017;1.97;936396;94851;60043;931;780571;779362;1209;0;organic;HarrisburgScranton
44;26/02/2017;1.84;861554;61855;65592;1464;732643;732243;400;0;organic;HarrisburgScranton
45;19/02/2017;1.62;1326469;359054;220230;1047;746138;742908;3230;0;organic;HarrisburgScranton
46;12/02/2017;1.81;901053;41462;20585;1155;837851;833390;4461;0;organic;HarrisburgScranton
47;05/02/2017;1.83;821015;36218;14049;618;770130;767716;2414;0;organic;HarrisburgScranton
48;29/01/2017;1.72;925453;36478;19577;1016;868382;862295;6087;0;organic;HarrisburgScranton
49;22/01/2017;1.76;836008;35674;13944;1683;784707;782668;2039;0;organic;HarrisburgScranton
50;15/01/2017;1.88;863041;30839;17854;918;813430;813430;0;0;organic;HarrisburgScranton
51;08/01/2017;1.95;736635;40332;22687;873;672743;672331;412;0;organic;HarrisburgScranton
52;01/01/2017;1.93;545654;25589;18926;676;500463;500463;0;0;organic;HarrisburgScranton
0;31/12/2017;1.9;1547176;5988;681137;0;860051;860051;0;0;organic;HartfordSpringfield
1;24/12/2017;1.99;1264131;44853;390218;0;829060;829060;0;0;organic;HartfordSpringfield
2;17/12/2017;1.93;1206826;18322;307056;0;881448;878492;2956;0;organic;HartfordSpringfield
3;10/12/2017;1.81;1369078;7791;313336;558;1047393;1044604;2789;0;organic;HartfordSpringfield
4;03/12/2017;1.83;1408935;28844;515512;139;864440;864440;0;0;organic;HartfordSpringfield
5;26/11/2017;1.9;1154199;3169;268297;0;882733;882733;0;0;organic;HartfordSpringfield
6;19/11/2017;2.09;1138020;3459;261992;140;872429;872429;0;0;organic;HartfordSpringfield
7;12/11/2017;2.09;1248638;3611;288001;141;956885;953131;3754;0;organic;HartfordSpringfield
8;05/11/2017;2.17;1228927;2670;310660;281;915316;909071;6245;0;organic;HartfordSpringfield
9;29/10/2017;1.98;1364988;4505;268900;0;1091583;1086733;4850;0;organic;HartfordSpringfield
10;22/10/2017;1.53;2144178;3503;286272;141;1854262;1847542;6720;0;organic;HartfordSpringfield
11;15/10/2017;1.81;1661970;6056;214755;422;1440737;1439799;938;0;organic;HartfordSpringfield
12;08/10/2017;1.93;1734622;5243;332446;700;1396233;1388294;7939;0;organic;HartfordSpringfield
13;01/10/2017;2.06;1382770;7205;331815;141;1043609;1043453;156;0;organic;HartfordSpringfield
14;24/09/2017;1.82;1961169;12201;357752;0;1591216;1591216;0;0;organic;HartfordSpringfield
15;17/09/2017;1.96;1857279;6870;427595;1118;1421696;1421696;0;0;organic;HartfordSpringfield
16;10/09/2017;2.08;1801666;8747;387836;140;1404943;1404943;0;0;organic;HartfordSpringfield
17;03/09/2017;2.21;1495600;14256;379269;0;1102075;1102075;0;0;organic;HartfordSpringfield
18;27/08/2017;2.4;1399490;7489;498175;277;893549;893549;0;0;organic;HartfordSpringfield
19;20/08/2017;2.19;1604058;33317;634129;276;936336;936336;0;0;organic;HartfordSpringfield
20;13/08/2017;2.26;1333073;8387;434649;0;890037;888963;1074;0;organic;HartfordSpringfield
21;06/08/2017;2.11;1354881;3714;437188;0;913979;912756;1223;0;organic;HartfordSpringfield
22;30/07/2017;2.1;1386442;7264;428277;274;950627;950170;457;0;organic;HartfordSpringfield
23;23/07/2017;1.95;1746166;9720;446849;821;1288776;1288776;0;0;organic;HartfordSpringfield
24;16/07/2017;1.94;1512814;30821;423613;138;1058242;1058242;0;0;organic;HartfordSpringfield
25;09/07/2017;2.67;1184255;4392;456344;823;722696;722696;0;0;organic;HartfordSpringfield
26;02/07/2017;2.67;1174545;12076;506938;3568;651963;651582;381;0;organic;HartfordSpringfield
27;25/06/2017;2.61;1288338;6448;581543;1646;698701;698701;0;0;organic;HartfordSpringfield
28;18/06/2017;2.14;2375211;54998;1402237;686;917290;841857;75433;0;organic;HartfordSpringfield
29;11/06/2017;2.62;1304076;8907;495362;1370;798437;775218;23219;0;organic;HartfordSpringfield
30;04/06/2017;2.5;1498511;34020;631432;0;833059;824295;8764;0;organic;HartfordSpringfield
31;28/05/2017;2.67;1293059;14898;461370;5794;810997;810997;0;0;organic;HartfordSpringfield
32;21/05/2017;2.62;1223445;10767;436138;1242;775298;775298;0;0;organic;HartfordSpringfield
33;14/05/2017;2.58;1245671;31012;431689;413;782557;782557;0;0;organic;HartfordSpringfield
34;07/05/2017;2.51;1517318;19847;708604;276;788591;788591;0;0;organic;HartfordSpringfield
35;30/04/2017;2.25;1856803;47736;1023591;1513;783963;783963;0;0;organic;HartfordSpringfield
36;23/04/2017;2.49;1328459;4418;600749;414;722878;722494;384;0;organic;HartfordSpringfield
37;16/04/2017;2;2663893;99733;1897535;551;666074;661865;4209;0;organic;HartfordSpringfield
38;09/04/2017;2.6;1104591;19837;439588;1240;643926;643926;0;0;organic;HartfordSpringfield
39;02/04/2017;2.42;1312184;49500;605725;0;656959;653895;3064;0;organic;HartfordSpringfield
40;26/03/2017;2.48;1305393;17346;654548;0;633499;600587;32912;0;organic;HartfordSpringfield
41;19/03/2017;2.04;2479680;60448;1756318;4565;658349;646053;12296;0;organic;HartfordSpringfield
42;12/03/2017;2.57;1339570;10982;560412;140;768036;768036;0;0;organic;HartfordSpringfield
43;05/03/2017;2.17;1378311;25527;732500;419;619865;617925;1940;0;organic;HartfordSpringfield
44;26/02/2017;2.18;1347525;20852;717667;139;608867;596856;12011;0;organic;HartfordSpringfield
45;19/02/2017;1.56;3997899;84987;3222571;0;690341;622438;67903;0;organic;HartfordSpringfield
46;12/02/2017;2.35;938683;4530;354750;1236;578167;575116;3051;0;organic;HartfordSpringfield
47;05/02/2017;1.79;1482589;9497;757997;2339;712756;680651;32105;0;organic;HartfordSpringfield
48;29/01/2017;2.43;941237;9615;349443;962;581217;560231;20986;0;organic;HartfordSpringfield
49;22/01/2017;2.44;958377;10161;341070;961;606185;603897;2288;0;organic;HartfordSpringfield
50;15/01/2017;2.43;1120327;11946;460108;687;647586;627753;19833;0;organic;HartfordSpringfield
51;08/01/2017;2.43;988058;3845;406304;1785;576124;559341;16783;0;organic;HartfordSpringfield
52;01/01/2017;2.44;1197713;15232;769710;1235;411536;394764;16772;0;organic;HartfordSpringfield
0;31/12/2017;1.36;2559034;952447;11402;0;1595185;1563518;31667;0;organic;Houston
1;24/12/2017;1.55;2678170;674383;13622;0;1990165;1981165;9000;0;organic;Houston
2;17/12/2017;1.53;2762641;697228;6692;0;2058721;2057721;1000;0;organic;Houston
3;10/12/2017;1.51;2641451;633393;11899;0;1996159;1991159;5000;0;organic;Houston
4;03/12/2017;1.56;2545757;704276;17832;0;1823649;1816649;7000;0;organic;Houston
5;26/11/2017;1.56;2041115;493565;2645;0;1544905;1542905;2000;0;organic;Houston
6;19/11/2017;1.56;2496318;592862;7549;0;1895907;1895574;333;0;organic;Houston
7;12/11/2017;1.68;2530184;615894;5713;0;1908577;1908577;0;0;organic;Houston
8;05/11/2017;1.82;2015354;525651;4926;0;1484777;1484777;0;0;organic;Houston
9;29/10/2017;1.82;2236766;555259;16301;0;1665206;1665206;0;0;organic;Houston
10;22/10/2017;1.82;2319015;559253;2886;0;1756876;1756876;0;0;organic;Houston
11;15/10/2017;1.82;2740616;702642;7066;0;2030908;2030908;0;0;organic;Houston
12;08/10/2017;1.84;2369939;712421;5618;0;1651900;1651900;0;0;organic;Houston
13;01/10/2017;1.89;2358770;1115015;831;0;1242924;1242924;0;0;organic;Houston
14;24/09/2017;1.91;2828043;1778407;4362;0;1045274;1044941;333;0;organic;Houston
15;17/09/2017;1.92;2327961;2189054;6481;0;132426;132093;333;0;organic;Houston
16;10/09/2017;1.8;1293491;653725;2037;0;637729;637729;0;0;organic;Houston
17;03/09/2017;1.85;1683281;656630;5892;0;1020759;1020759;0;0;organic;Houston
18;27/08/2017;1.89;3127686;1101300;6722;0;2019664;2018998;666;0;organic;Houston
19;20/08/2017;1.57;1898306;626852;2856;0;1268598;1256599;11999;0;organic;Houston
20;13/08/2017;1.39;2615598;779625;2234;0;1833739;1832739;1000;0;organic;Houston
21;06/08/2017;1.4;3775561;1048619;2184;0;2724758;2724758;0;0;organic;Houston
22;30/07/2017;1.41;3423808;968129;1189;0;2454490;2454157;333;0;organic;Houston
23;23/07/2017;1.41;4010089;1185273;2626;0;2822190;2822190;0;0;organic;Houston
24;16/07/2017;1.41;3358224;940753;8745;0;2408726;2408726;0;0;organic;Houston
25;09/07/2017;1.08;4538529;974726;1597;0;3562206;3561206;1000;0;organic;Houston
26;02/07/2017;1.21;4620144;1177569;18983;0;3423592;3421039;2553;0;organic;Houston
27;25/06/2017;1.3;3486896;1001643;3398;0;2481855;2481411;444;0;organic;Houston
28;18/06/2017;1.03;4216102;979057;8200;0;3228845;3219956;8889;0;organic;Houston
29;11/06/2017;1.02;5572532;1237458;3198;0;4331876;4326990;4886;0;organic;Houston
30;04/06/2017;1.11;5050211;1098631;4010;0;3947570;3941332;6238;0;organic;Houston
31;28/05/2017;1.19;4458887;1116637;1615;0;3340635;3333907;6728;0;organic;Houston
32;21/05/2017;1.39;3710849;1050186;1201;0;2659462;2652344;7118;0;organic;Houston
33;14/05/2017;1.39;3395560;1010686;1414;0;2383460;2374930;8530;0;organic;Houston
34;07/05/2017;1.25;3672425;1030619;1417;0;2640389;2591373;49016;0;organic;Houston
35;30/04/2017;1.18;2811839;970357;3849;0;1837633;1056319;781314;0;organic;Houston
36;23/04/2017;0.91;4322649;911427;6906;0;3404316;1367827;2036489;0;organic;Houston
37;16/04/2017;0.88;6026172;1193680;13314;0;4819178;4810757;8421;0;organic;Houston
38;09/04/2017;0.93;4065585;901396;188524;0;2975665;2784557;191108;0;organic;Houston
39;02/04/2017;0.92;5287383;1304737;5535;0;3977111;3962989;14122;0;organic;Houston
40;26/03/2017;0.9;6155296;1415700;13496;0;4726100;4718951;7149;0;organic;Houston
41;19/03/2017;0.87;5088604;1092230;3853;0;3992521;3912296;80225;0;organic;Houston
42;12/03/2017;0.92;5281048;1367839;4061;0;3909148;1861619;2047529;0;organic;Houston
43;05/03/2017;0.92;3873984;939230;4443;0;2930311;2580688;349623;0;organic;Houston
44;26/02/2017;0.91;4396952;1031015;2214;0;3363723;3363723;0;0;organic;Houston
45;19/02/2017;0.89;4148108;883646;16797;0;3247665;3247665;0;0;organic;Houston
46;12/02/2017;0.92;3398451;804390;5763;199;2588099;2588099;0;0;organic;Houston
47;05/02/2017;0.93;3085791;745860;1805;0;2338126;2338126;0;0;organic;Houston
48;29/01/2017;0.93;3392866;798523;30314;0;2564029;2564029;0;0;organic;Houston
49;22/01/2017;0.94;3507615;815204;74806;0;2617605;2617605;0;0;organic;Houston
50;15/01/2017;0.95;3069894;828117;1375;0;2240402;2239735;667;0;organic;Houston
51;08/01/2017;1.07;2011695;904157;4704;0;1102834;1102834;0;0;organic;Houston
52;01/01/2017;1.4;1010946;755089;5871;0;249986;249986;0;0;organic;Houston
0;31/12/2017;1.45;943704;20076;123156;0;800472;556632;243840;0;organic;Indianapolis
1;24/12/2017;1.4;862700;18479;168899;0;675322;504312;171010;0;organic;Indianapolis
2;17/12/2017;1.38;828881;20303;137079;0;671499;472060;199439;0;organic;Indianapolis
3;10/12/2017;1.42;707851;11959;111230;0;584662;386919;197743;0;organic;Indianapolis
4;03/12/2017;1.42;823375;18651;115550;0;689174;524750;164424;0;organic;Indianapolis
5;26/11/2017;1.44;743942;13861;100478;0;629603;515091;114512;0;organic;Indianapolis
6;19/11/2017;1.42;625445;9695;99916;0;515834;391763;124071;0;organic;Indianapolis
7;12/11/2017;1.49;822325;18630;117514;0;686181;491209;194972;0;organic;Indianapolis
8;05/11/2017;1.48;770908;14141;79448;0;677319;532050;145269;0;organic;Indianapolis
9;29/10/2017;1.54;650286;14358;116786;0;519142;395363;123779;0;organic;Indianapolis
10;22/10/2017;1.48;900777;12936;119631;0;768210;569013;199197;0;organic;Indianapolis
11;15/10/2017;1.57;1077804;16696;143970;0;917138;746667;170471;0;organic;Indianapolis
12;08/10/2017;1.69;843658;20129;129856;0;693673;544034;149639;0;organic;Indianapolis
13;01/10/2017;1.68;771947;15485;118801;0;637661;445301;192360;0;organic;Indianapolis
14;24/09/2017;1.75;789563;14727;128865;0;645971;393037;252934;0;organic;Indianapolis
15;17/09/2017;1.73;843428;12546;124204;0;706678;441062;265616;0;organic;Indianapolis
16;10/09/2017;1.69;867992;13658;133054;0;721280;474131;247149;0;organic;Indianapolis
17;03/09/2017;1.73;873323;12700;106932;0;753691;424152;329539;0;organic;Indianapolis
18;27/08/2017;1.62;822893;10671;137846;0;674376;435093;239283;0;organic;Indianapolis
19;20/08/2017;1.64;853320;10190;117370;0;725760;398221;327539;0;organic;Indianapolis
